ciclo_academico,edad,numero_discapacidades,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,Status_codificado,Sexo_codificado,tipo_de_est_programa_codificado,tipo_de_ingreso_codificado,estatus_curso_codificado,discapacidad_codificado,region_codificado,tipo_de_pago_codificado,descripcion_beca_codificado,descripcion_descuento_codificado,convenios_contratos_codificado,formas_pago_codificado,tipo_discapacidad_codificado,curso_codificado
7,32.0,0,2.75,3.25,3.0,3.13,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,9
7,32.0,0,2.75,3.5,2.05,2.75,3.2,2.6,0,0,0,0,0,0,0,2,0,0,0,10,4,1
7,32.0,0,3.0,3.5,2.35,3.25,3.0,2.45,0,0,0,0,0,0,0,2,0,0,0,10,4,30
7,32.0,0,2.92,3.5,2.7,3.25,2.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,31
7,32.0,0,3.16,3.5,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,32
4,33.0,0,3.24,1.35,-1.0,2.02,0.0,-1.0,1,0,0,0,0,0,0,2,0,0,0,4,4,19
4,33.0,0,2.58,1.2,1.73,2.45,0.0,0.0,1,0,0,0,0,0,0,2,0,0,0,4,4,48
4,33.0,0,3.09,1.75,2.7,2.47,0.0,-1.0,1,0,0,0,0,0,0,2,0,0,0,4,4,16
4,33.0,0,2.49,0.0,0.63,2.31,0.0,0.0,1,0,0,0,0,0,0,2,0,0,0,4,4,21
4,33.0,0,2.56,2.0,2.8,3.2,2.0,3.0,0,0,0,0,0,0,0,2,0,0,0,4,4,46
3,33.0,0,2.65,2.6,3.0,2.37,3.5,2.4,0,0,0,0,0,0,0,1,0,0,0,21,4,15
3,33.0,0,2.45,0.0,2.1,2.4,0.6,1.3,1,0,0,0,0,0,0,1,0,0,0,21,4,48
3,33.0,0,2.7,1.75,3.0,3.31,1.75,2.25,0,0,0,0,0,0,0,1,0,0,0,21,4,16
3,33.0,0,2.68,1.5,1.5,2.5,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,21,4,43
3,33.0,0,2.54,3.28,2.1,2.95,3.5,2.78,0,0,0,0,0,0,0,1,0,0,0,21,4,13
3,33.0,0,3.25,3.16,2.75,2.89,1.5,2.45,0,0,0,0,0,0,0,1,0,0,0,21,4,17
4,33.0,0,2.0,-1.0,2.13,1.0,-1.0,-1.0,1,0,0,0,0,0,0,3,0,0,0,21,4,21
4,33.0,0,2.16,-1.0,3.5,0.56,-1.0,-1.0,0,0,0,0,0,0,0,3,0,0,0,21,4,47
4,33.0,0,2.66,-1.0,0.83,0.8,-1.0,-1.0,1,0,0,0,0,0,0,3,0,0,0,21,4,20
1,28.0,0,2.38,2.9,2.54,0.35,0.0,1.17,1,2,1,6,0,0,0,1,0,0,1,21,4,2
1,28.0,0,1.22,3.5,1.35,-1.0,0.0,-1.0,1,2,1,6,0,0,0,1,0,0,1,21,4,3
1,28.0,0,0.77,2.5,0.32,0.13,2.5,0.02,1,2,1,6,0,0,0,1,0,0,1,21,4,11
4,29.0,0,2.37,3.35,1.05,2.79,1.6,2.31,1,0,0,0,0,0,0,2,0,0,0,10,4,6
4,29.0,0,2.73,2.45,2.85,3.13,2.7,1.1,0,0,0,0,0,0,0,2,0,0,0,10,4,48
4,29.0,0,2.33,0.0,0.78,2.54,2.25,0.08,1,0,0,0,0,0,0,2,0,0,0,10,4,21
4,29.0,0,2.03,1.5,1.5,3.4,3.3,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,5
4,29.0,0,2.81,1.23,2.1,1.84,1.31,1.0,1,0,0,0,0,0,0,2,0,0,0,10,4,20
2,29.0,0,3.11,3.5,3.0,1.0,1.5,1.5,0,0,0,0,0,0,0,2,0,0,0,4,4,12
2,29.0,0,2.63,1.65,1.5,1.0,3.15,3.0,1,0,0,0,0,0,0,2,0,0,0,4,4,41
2,29.0,0,2.1,3.5,2.1,1.58,3.5,2.7,0,0,0,0,0,0,0,2,0,0,0,4,4,47
2,29.0,0,2.73,3.28,1.68,0.78,3.5,2.48,0,0,0,0,0,0,0,2,0,0,0,4,4,13
2,29.0,0,2.27,2.84,1.72,2.24,3.35,2.0,0,0,0,0,0,0,0,2,0,0,0,4,4,14
2,29.0,0,3.24,1.0,2.9,0.94,3.5,2.9,0,0,0,0,0,0,0,2,0,0,0,4,4,50
2,29.0,0,2.44,2.65,1.73,2.99,3.01,0.6,1,0,0,0,0,0,0,2,0,0,0,4,4,46
3,29.0,0,3.0,-1.0,3.5,0.9,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,18
3,29.0,0,2.52,-1.0,3.5,0.97,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,16
3,29.0,0,2.35,-1.0,3.16,0.61,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,17
3,29.0,0,2.99,-1.0,3.1,0.85,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,43
3,29.0,0,2.88,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,10,4,46
3,29.0,0,3.08,-1.0,2.4,1.0,-1.0,-1.0,1,0,0,0,0,0,0,2,0,0,0,10,4,48
1,27.0,0,2.8,-1.0,3.5,0.9,-1.0,-1.0,0,1,0,0,0,0,0,1,1,0,1,21,4,2
1,27.0,0,2.66,-1.0,0.0,0.8,-1.0,-1.0,1,1,0,0,0,0,0,1,1,0,1,21,4,11
5,33.0,0,2.63,2.75,3.0,2.38,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,15
5,33.0,0,2.2,3.25,2.78,1.91,2.41,2.85,0,0,0,0,0,0,0,1,0,0,0,21,4,22
5,33.0,0,2.38,2.9,0.8,2.69,3.5,2.48,0,0,0,0,0,0,0,1,0,0,0,21,4,24
5,33.0,0,2.42,3.5,2.0,2.38,3.5,2.25,0,0,0,0,0,0,0,1,0,0,0,21,4,51
7,33.0,0,2.88,2.7,3.0,2.75,2.9,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,48
7,33.0,0,2.56,3.31,3.0,2.97,3.1,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,25
7,33.0,0,2.31,3.5,1.58,2.44,3.4,2.75,0,0,0,0,0,0,0,1,0,0,0,21,4,26
7,33.0,0,2.42,3.5,3.0,2.58,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,31
7,33.0,0,2.88,0.16,3.0,3.25,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,33
5,33.0,0,2.23,3.5,0.3,2.11,3.2,1.65,1,0,0,0,0,0,0,1,0,0,0,21,4,51
5,33.0,0,2.59,3.31,2.7,2.7,1.8,1.95,0,0,0,0,0,0,0,1,0,0,0,21,4,7
5,33.0,0,2.56,3.5,2.9,3.13,3.5,2.8,0,0,0,0,0,0,0,1,0,0,0,21,4,23
5,33.0,0,2.68,3.25,3.0,2.69,1.92,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,46
6,33.0,0,2.4,3.26,2.07,3.08,2.95,2.9,0,0,0,0,0,0,0,1,0,0,0,21,4,6
6,33.0,0,2.38,3.1,1.18,2.25,3.2,2.15,0,0,0,0,0,0,0,1,0,0,0,21,4,1
6,33.0,0,2.44,2.75,2.2,2.31,1.05,2.3,1,0,0,0,0,0,0,1,0,0,0,21,4,24
6,33.0,0,3.4,3.5,2.15,2.35,2.93,2.5,0,0,0,0,0,0,0,1,0,0,0,21,4,29
1,28.0,0,1.99,2.95,3.0,2.44,3.35,2.7,0,2,1,6,0,0,0,2,1,0,1,4,4,40
1,28.0,0,2.49,3.5,2.57,2.89,3.5,2.67,0,2,1,6,0,0,0,2,1,0,1,4,4,2
1,28.0,0,2.08,3.5,2.1,2.5,3.35,2.55,0,2,1,6,0,0,0,2,1,0,1,4,4,3
1,28.0,0,2.04,3.44,2.7,1.88,3.3,2.8,0,2,1,6,0,0,0,2,1,0,1,4,4,11
1,28.0,0,2.33,3.5,3.0,2.38,3.3,2.2,0,2,1,6,0,0,0,2,1,0,1,4,4,49
1,28.0,0,1.58,2.63,2.75,1.38,2.74,3.0,0,2,1,6,0,0,0,2,1,0,1,4,4,45
2,18.0,0,3.19,3.5,2.25,3.25,3.5,2.7,0,0,0,6,0,0,0,2,0,0,1,4,4,12
2,18.0,0,3.25,3.5,3.0,2.63,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,47
2,18.0,0,2.75,3.5,3.0,2.69,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,13
2,18.0,0,2.58,3.13,2.86,3.23,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,14
2,18.0,0,3.48,3.4,2.93,3.5,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,50
2,18.0,0,2.94,3.3,3.0,3.44,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,46
3,18.0,0,3.13,3.48,3.0,3.25,3.3,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,15
3,18.0,0,3.13,3.5,2.85,3.5,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,18
3,18.0,0,2.88,2.9,2.78,3.0,2.65,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,48
3,18.0,0,3.25,3.5,3.0,3.38,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,16
3,18.0,0,3.2,3.5,2.78,3.1,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,17
3,18.0,0,3.5,3.43,3.0,3.19,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,4,4,43
4,18.0,0,3.44,3.5,2.93,3.38,3.5,2.39,0,0,0,6,0,0,0,3,0,0,1,10,4,19
4,18.0,0,2.88,3.0,1.79,3.38,3.06,1.16,0,0,0,6,0,0,0,3,0,0,1,10,4,21
4,18.0,0,2.75,3.15,3.0,3.0,3.5,3.0,0,0,0,6,0,0,0,3,0,0,1,10,4,41
4,18.0,0,3.1,2.0,3.0,3.5,3.2,3.0,0,0,0,6,0,0,0,3,0,0,1,10,4,5
4,18.0,0,2.81,3.5,3.0,3.31,2.63,1.55,0,0,0,6,0,0,0,3,0,0,1,10,4,20
1,18.0,0,2.48,3.5,3.0,2.13,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,4,4,40
1,18.0,0,2.78,3.5,3.0,3.19,3.5,2.93,0,0,1,6,0,0,0,2,0,0,1,4,4,2
1,18.0,0,2.68,3.5,2.87,3.08,3.5,2.25,0,0,1,6,0,0,0,2,0,0,1,4,4,3
1,18.0,0,2.93,3.44,2.8,2.33,3.5,2.8,0,0,1,6,0,0,0,2,0,0,1,4,4,11
1,18.0,0,3.13,3.5,3.0,3.19,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,4,4,49
1,18.0,0,2.75,3.5,3.0,2.39,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,4,4,45
5,21.0,0,2.98,1.8,3.0,2.63,3.5,2.7,0,0,0,0,0,0,0,1,0,0,0,21,4,8
5,21.0,0,3.08,3.5,2.85,2.83,3.2,2.85,0,0,0,0,0,0,0,1,0,0,0,21,4,22
5,21.0,0,2.85,3.5,-1.0,3.25,3.35,2.55,0,0,0,0,0,0,0,1,0,0,0,21,4,51
5,21.0,0,3.08,3.29,1.05,2.83,3.5,2.15,0,0,0,0,0,0,0,1,0,0,0,21,4,7
5,21.0,0,3.08,2.0,3.0,3.0,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,23
6,21.0,0,3.25,3.3,2.33,3.13,3.35,2.33,0,0,0,0,0,0,0,1,0,0,0,21,4,24
6,21.0,0,3.44,3.47,3.0,3.38,3.5,2.0,0,0,0,0,0,0,0,1,0,0,0,21,4,25
6,21.0,0,3.25,3.5,2.85,3.5,3.35,2.9,0,0,0,0,0,0,0,1,0,0,0,21,4,26
6,21.0,0,3.25,3.1,2.93,3.44,3.35,2.36,0,0,0,0,0,0,0,1,0,0,0,21,4,27
6,21.0,0,3.45,3.5,3.0,3.1,3.5,1.46,0,0,0,0,0,0,0,1,0,0,0,21,4,29
7,21.0,0,3.5,3.5,2.75,3.06,3.5,2.95,0,0,0,0,0,0,0,1,0,0,0,21,4,9
7,21.0,0,3.0,3.3,2.55,3.0,3.5,2.4,0,0,0,0,0,0,0,1,0,0,0,21,4,1
7,21.0,0,2.5,3.5,2.1,3.25,3.13,2.0,0,0,0,0,0,0,0,1,0,0,0,21,4,30
7,21.0,0,3.33,3.5,3.0,3.17,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,31
7,21.0,0,3.5,3.5,3.0,3.38,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,33
2,21.0,0,3.19,3.5,3.0,3.38,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,12
2,21.0,0,3.38,3.5,2.85,2.88,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,47
2,21.0,0,2.86,2.75,3.0,3.03,3.25,2.85,0,0,0,0,0,0,0,2,0,0,0,10,4,13
2,21.0,0,3.37,2.43,3.0,3.41,3.35,2.92,0,0,0,0,0,0,0,2,0,0,0,10,4,14
2,21.0,0,3.45,3.5,2.9,3.38,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,50
2,21.0,0,3.04,3.5,2.88,3.38,3.5,3.0,0,0,0,0,0,0,0,2,0,0,0,10,4,46
3,21.0,0,3.44,-1.0,3.2,0.93,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,15
3,21.0,0,2.88,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,18
3,21.0,0,3.12,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,16
3,21.0,0,2.63,-1.0,3.2,0.8,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,41
3,21.0,0,3.18,-1.0,3.5,0.89,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,17
3,21.0,0,3.16,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,43
3,21.0,0,2.98,-1.0,2.45,1.0,-1.0,-1.0,0,0,0,0,0,0,0,2,0,0,0,4,4,48
4,21.0,0,3.31,3.37,1.45,3.26,3.43,2.38,0,0,0,0,0,0,0,2,0,0,0,10,4,6
4,21.0,0,3.37,3.5,2.18,3.0,3.0,2.25,0,0,0,0,0,0,0,2,0,0,0,10,4,19
4,21.0,0,2.83,3.25,1.93,3.06,3.0,2.2,0,0,0,0,0,0,0,2,0,0,0,10,4,21
4,21.0,0,2.87,3.5,2.7,3.12,3.35,2.7,0,0,0,0,0,0,0,2,0,0,0,10,4,5
4,21.0,0,3.35,3.11,2.75,2.95,3.15,2.9,0,0,0,0,0,0,0,2,0,0,0,10,4,20
2,23.0,0,2.94,3.35,3.0,3.19,3.3,2.25,0,0,0,6,0,0,0,2,0,0,1,16,4,12
2,23.0,0,2.5,2.9,3.0,2.63,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,47
2,23.0,0,2.25,3.5,3.0,2.69,3.5,2.0,0,0,0,6,0,0,0,2,0,0,1,16,4,13
2,23.0,0,2.33,3.39,2.2,2.67,3.3,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,14
2,23.0,0,3.29,1.43,2.85,3.5,3.4,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,50
2,23.0,0,2.63,3.5,2.9,3.23,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,46
3,23.0,0,3.0,2.2,3.0,3.44,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,15
3,23.0,0,3.19,3.5,2.65,3.38,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,18
3,23.0,0,3.5,3.5,2.85,3.38,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,48
3,23.0,0,3.31,3.5,3.0,3.44,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,16
3,23.0,0,3.5,3.5,2.48,3.5,3.5,1.13,0,0,0,6,0,0,0,2,0,0,1,16,4,17
3,23.0,0,3.5,3.5,3.0,3.5,3.5,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,43
4,23.0,0,3.38,3.5,3.0,3.44,3.5,2.7,0,0,0,6,0,0,0,2,0,0,1,16,4,19
4,23.0,0,3.0,3.5,1.55,3.31,3.06,2.1,0,0,0,6,0,0,0,2,0,0,1,16,4,21
4,23.0,0,3.0,3.15,3.0,3.25,3.3,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,41
4,23.0,0,3.2,3.05,3.0,3.3,3.3,3.0,0,0,0,6,0,0,0,2,0,0,1,16,4,5
4,23.0,0,3.0,3.5,3.0,2.75,3.5,2.5,0,0,0,6,0,0,0,2,0,0,1,16,4,20
1,23.0,0,2.63,3.5,3.0,2.56,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,10,4,40
1,23.0,0,2.88,3.35,3.0,3.06,3.5,2.93,0,0,1,6,0,0,0,2,0,0,1,10,4,2
1,23.0,0,3.0,3.5,2.84,2.9,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,10,4,3
1,23.0,0,2.67,3.5,3.0,2.42,3.4,2.2,0,0,1,6,0,0,0,2,0,0,1,10,4,11
1,23.0,0,2.81,3.5,3.0,3.0,3.5,3.0,0,0,1,6,0,0,0,2,0,0,1,10,4,49
1,23.0,0,3.07,3.5,3.0,2.79,3.38,3.0,0,0,1,6,0,0,0,2,0,0,1,10,4,45
2,21.0,0,2.69,1.75,2.25,2.88,3.4,2.78,0,1,0,6,0,0,0,1,0,0,1,21,4,12
2,21.0,0,2.25,2.3,3.0,2.0,3.06,3.0,0,1,0,6,0,0,0,1,0,0,1,21,4,47
2,21.0,0,2.25,2.93,3.0,2.35,3.5,2.0,0,1,0,6,0,0,0,1,0,0,1,21,4,13
2,21.0,0,2.65,3.5,3.0,2.62,3.1,3.0,0,1,0,6,0,0,0,1,0,0,1,21,4,14
2,21.0,0,2.47,3.33,2.78,2.32,3.35,2.65,0,1,0,6,0,0,0,1,0,0,1,21,4,50
2,21.0,0,2.88,3.33,3.0,2.56,3.27,3.0,0,1,0,6,0,0,0,1,0,0,1,21,4,46
3,21.0,0,2.44,3.2,3.0,3.06,3.5,3.0,0,1,0,6,0,0,0,2,0,0,1,4,4,15
3,21.0,0,2.5,3.5,2.65,3.25,3.35,3.0,0,1,0,6,0,0,0,2,0,0,1,4,4,18
3,21.0,0,2.63,2.85,3.0,2.88,3.5,3.0,0,1,0,6,0,0,0,2,0,0,1,4,4,48
3,21.0,0,3.06,3.5,3.0,3.5,3.5,3.0,0,1,0,6,0,0,0,2,0,0,1,4,4,16
3,21.0,0,2.9,3.39,2.55,3.2,3.5,2.48,0,1,0,6,0,0,0,2,0,0,1,4,4,17
3,21.0,0,2.31,3.5,3.0,3.31,3.5,3.0,0,1,0,6,0,0,0,2,0,0,1,4,4,43
4,21.0,0,3.25,3.5,2.78,3.38,3.5,2.25,0,1,0,6,0,0,0,1,0,0,1,21,4,19
4,21.0,0,3.0,3.3,2.5,3.19,3.33,2.25,0,1,0,6,0,0,0,1,0,0,1,21,4,21
4,21.0,0,2.63,3.1,3.0,3.06,3.5,3.0,0,1,0,6,0,0,0,1,0,0,1,21,4,41
4,21.0,0,3.2,3.1,3.0,3.1,3.5,3.0,0,1,0,6,0,0,0,1,0,0,1,21,4,5
4,21.0,0,2.75,3.5,3.0,3.06,3.5,2.65,0,1,0,6,0,0,0,1,0,0,1,21,4,20
1,21.0,0,2.3,3.1,3.0,2.44,3.5,3.0,0,1,1,6,0,0,0,2,0,0,1,4,4,40
1,21.0,0,3.19,3.5,3.0,2.83,3.5,2.75,0,1,1,6,0,0,0,2,0,0,1,4,4,2
1,21.0,0,3.33,3.2,3.0,3.0,2.8,3.0,0,1,1,6,0,0,0,2,0,0,1,4,4,3
1,21.0,0,2.5,2.5,3.0,3.0,3.38,2.9,0,1,1,6,0,0,0,2,0,0,1,4,4,11
1,21.0,0,3.19,3.5,2.5,3.06,3.1,3.0,0,1,1,6,0,0,0,2,0,0,1,4,4,49
1,21.0,0,2.56,3.5,3.0,2.72,3.15,3.0,0,1,1,6,0,0,0,2,0,0,1,4,4,45
1,28.0,0,2.0,3.3,3.0,2.29,3.35,3.0,0,2,1,6,0,0,0,1,0,0,0,16,4,40
1,28.0,0,3.21,3.5,2.79,3.38,3.5,2.69,0,2,1,6,0,0,0,1,0,0,0,16,4,2
1,28.0,0,2.32,3.5,2.48,2.9,2.3,2.7,0,2,1,6,0,0,0,1,0,0,0,16,4,3
1,28.0,0,2.83,3.5,2.7,2.3,3.2,2.8,0,2,1,6,0,0,0,1,0,0,0,16,4,11
1,28.0,0,2.79,3.35,2.8,3.06,3.5,2.6,0,2,1,6,0,0,0,1,0,0,0,16,4,49
1,28.0,0,1.62,3.5,2.84,1.73,2.89,2.72,0,2,1,6,0,0,0,1,0,0,0,16,4,45
2,28.0,0,3.19,3.25,3.0,3.0,3.5,1.88,0,2,0,6,0,0,0,2,0,0,0,10,4,12
2,28.0,0,2.88,3.3,3.0,2.75,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,47
2,28.0,0,2.31,2.98,2.7,2.75,1.98,2.7,0,2,0,6,0,0,0,2,0,0,0,10,4,13
2,28.0,0,1.97,2.6,1.0,2.2,3.21,2.73,0,2,0,6,0,0,0,2,0,0,0,10,4,14
2,28.0,0,3.43,3.35,2.85,3.48,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,50
2,28.0,0,3.19,3.45,2.9,3.31,3.5,3.0,0,2,0,6,0,0,0,2,0,0,0,10,4,46
3,28.0,0,2.31,2.95,1.4,2.85,3.35,3.0,0,2,0,6,0,0,0,1,0,0,0,21,4,15
3,28.0,0,2.89,3.5,0.9,1.88,3.1,1.0,1,2,0,6,0,0,0,1,0,0,0,21,4,18
3,28.0,0,2.45,1.95,3.0,2.88,1.4,2.8,0,2,0,6,0,0,0,1,0,0,0,21,4,48
3,28.0,0,2.94,3.5,3.0,2.56,3.5,1.5,0,2,0,6,0,0,0,1,0,0,0,21,4,16
3,28.0,0,2.9,2.39,0.0,2.3,1.57,-1.0,1,2,0,6,0,0,0,1,0,0,0,21,4,17
3,28.0,0,3.44,3.35,3.0,3.03,3.5,3.0,0,2,0,6,0,0,0,1,0,0,0,21,4,43
3,25.0,0,3.03,3.5,2.6,3.31,3.5,3.0,0,0,0,6,0,0,0,2,0,0,0,10,4,15
3,25.0,0,2.8,1.4,2.63,3.25,2.25,2.2,0,0,0,6,0,0,0,2,0,0,0,10,4,48
3,25.0,0,2.41,1.5,2.4,2.86,3.2,2.8,0,0,0,6,0,0,0,2,0,0,0,10,4,13
3,25.0,0,3.29,1.41,2.28,3.24,3.28,2.7,0,0,0,6,0,0,0,2,0,0,0,10,4,50
4,25.0,0,2.85,2.93,2.55,2.96,3.27,2.78,0,0,0,6,0,0,0,2,0,0,0,10,4,19
4,25.0,0,2.74,2.8,1.5,2.75,2.06,2.6,0,0,0,6,0,0,0,2,0,0,0,10,4,21
4,25.0,0,3.08,3.5,2.2,1.63,3.15,2.63,0,0,0,6,0,0,0,2,0,0,0,10,4,41
4,25.0,0,3.16,2.95,2.72,2.68,3.1,2.4,0,0,0,6,0,0,0,2,0,0,0,10,4,43
5,25.0,0,2.14,2.85,1.75,2.13,2.65,2.55,0,0,0,6,0,0,0,1,0,0,0,21,4,51
5,25.0,0,3.04,3.01,2.82,2.67,2.84,2.22,0,0,0,6,0,0,0,1,0,0,0,21,4,7
5,25.0,0,3.1,1.7,3.0,2.56,3.5,3.0,0,0,0,6,0,0,0,1,0,0,0,21,4,23
1,25.0,0,2.55,3.5,2.85,2.58,2.55,3.0,0,0,1,6,0,0,0,2,0,0,0,10,4,40
1,25.0,0,2.89,3.5,2.78,2.8,2.6,3.0,0,0,1,6,0,0,0,2,0,0,0,10,4,3
1,25.0,0,2.92,3.5,3.0,3.08,3.25,2.9,0,0,1,6,0,0,0,2,0,0,0,10,4,11
1,25.0,0,2.91,3.5,3.0,2.48,1.63,2.83,0,0,1,6,0,0,0,2,0,0,0,10,4,45
7,33.0,0,2.7,3.4,2.2,2.67,2.65,2.85,0,0,0,0,0,0,0,1,0,0,0,21,4,10
7,33.0,0,2.31,2.5,1.1,3.11,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,30
7,33.0,0,2.75,3.5,2.55,2.83,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,31
7,33.0,0,3.08,2.0,3.0,2.94,3.5,2.8,0,0,0,0,0,0,0,1,0,0,0,21,4,33
8,33.0,0,2.5,3.4,3.0,2.31,3.5,2.7,0,0,0,0,0,0,0,1,0,0,0,21,4,42
8,33.0,0,2.83,3.5,2.8,2.75,3.0,2.7,0,0,0,0,0,0,0,1,0,0,0,21,4,4
8,33.0,0,2.56,3.5,3.0,2.42,3.5,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,34
8,33.0,0,0.88,3.2,1.17,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,21,4,35
8,33.0,0,2.9,3.5,2.4,2.53,3.43,1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,37
9,33.0,0,0.97,3.5,1.5,0.93,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,21,4,38
9,33.0,0,0.93,2.75,2.33,0.93,1.5,1.2,1,0,0,0,0,0,0,1,0,0,0,21,4,39
9,33.0,0,2.44,1.13,3.0,0.75,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,21,4,52
4,33.0,0,2.51,3.35,2.78,2.51,3.5,1.5,0,0,0,0,0,0,0,1,0,0,0,21,4,6
4,33.0,0,3.0,3.25,2.6,3.14,3.5,2.25,0,0,0,0,0,0,0,1,0,0,0,21,4,21
4,33.0,0,3.0,2.35,2.81,3.0,1.05,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,41
4,33.0,0,2.9,3.5,3.0,2.7,3.1,3.0,0,0,0,0,0,0,0,1,0,0,0,21,4,5
4,33.0,0,2.94,3.33,3.0,2.99,1.93,2.4,0,0,0,0,0,0,0,1,0,0,0,21,4,20
4,33.0,0,2.44,3.5,3.0,0.5,0.0,-1.0,1,0,0,0,0,0,0,1,0,0,0,21,4,43
5,33.0,0,2.41,-1.0,3.5,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,8
5,33.0,0,1.96,-1.0,3.1,0.85,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,22
5,33.0,0,2.42,-1.0,2.28,1.0,-1.0,-1.0,1,0,0,0,0,0,0,1,0,0,0,21,4,24
5,33.0,0,2.2,-1.0,3.5,0.99,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,51
5,33.0,0,2.83,-1.0,3.1,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,7
5,33.0,0,2.95,-1.0,2.0,1.0,-1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,21,4,23
6,33.0,0,2.38,3.25,3.0,1.88,3.45,2.74,0,0,0,0,0,0,0,1,0,0,0,21,4,9
6,33.0,0,2.44,3.1,2.3,2.25,3.5,2.1,0,0,0,0,0,0,0,1,0,0,0,21,4,1
6,33.0,0,2.31,3.35,2.8,2.44,2.85,2.55,0,0,0,0,0,0,0,1,0,0,0,21,4,24
6,33.0,0,2.75,3.5,2.75,2.88,3.37,1.8,0,0,0,0,0,0,0,1,0,0,0,21,4,25
