ciclo_academico,region,porcentaje_de_beca,formas_de_pago,edad,porcentaje_de_discapacidades,numero_discapacidades,numero_reprobaciones,aab1_nota,acdb1_nota,apeb1_nota,aab2_nota,acdb2_nota,apeb2_nota,final_nota,tasa_aprobacion,Sexo,Tipo_de_est_programa,Tipo_de_ingreso,Estatus_curso,Discapacidad,Status,Tipo_de_pago,Descripcion_beca,Descripcion_descuento,Convenios_contratos,Formas_pago,Tipo_discapacidad,Curso
2,0,10.0,1,23.0,0,0,2,2.04,1.5,1.5,2.37,2.45,1.0,5.07,0.17,0,0,0,0,0,1,2,0,0,0,1,4,13
2,0,10.0,1,23.0,0,0,0,2.15,3.35,3.0,2.56,3.3,3.0,8.68,0.83,0,0,0,0,0,0,2,0,0,0,1,4,49
2,0,10.0,1,23.0,0,0,0,1.94,3.5,3.0,2.56,3.35,2.96,8.66,0.83,0,0,0,0,0,0,2,0,0,0,1,4,46
1,0,40.0,1,28.0,0,0,1,0.75,2.75,1.35,-1.0,0.5,0.0,2.68,0.17,2,1,6,0,0,1,2,0,0,1,1,4,40
1,0,40.0,1,28.0,0,0,1,2.96,2.6,2.7,0.35,1.35,0.92,5.44,0.5,2,1,6,0,0,1,2,0,0,1,1,4,2
1,0,40.0,1,28.0,0,0,1,1.95,3.5,2.1,0.2,0.4,-1.0,4.08,0.33,2,1,6,0,0,1,2,0,0,1,1,4,3
1,0,40.0,1,28.0,0,0,1,0.97,3.25,2.7,0.2,2.5,0.02,4.82,0.5,2,1,6,0,0,1,2,0,0,1,1,4,11
1,0,40.0,1,28.0,0,0,1,2.25,1.8,2.6,-1.0,0.0,-1.0,3.33,0.17,2,1,6,0,0,1,2,0,0,1,1,4,49
1,0,40.0,1,28.0,0,0,1,0.89,1.75,2.71,0.24,0.0,-1.0,2.8,0.17,2,1,6,0,0,1,2,0,0,1,1,4,45
1,0,0.0,1,28.0,0,0,0,2.55,3.15,2.55,2.09,3.2,2.25,7.9,0.83,2,1,6,0,0,0,2,1,0,1,1,4,40
1,0,0.0,1,28.0,0,0,0,2.89,3.2,2.52,2.7,3.5,2.85,8.83,1.0,2,1,6,0,0,0,2,1,0,1,1,4,2
1,0,0.0,1,28.0,0,0,0,2.2,3.5,2.63,2.3,2.8,3.0,8.22,0.67,2,1,6,0,0,0,2,1,0,1,1,4,3
1,0,0.0,1,28.0,0,0,0,2.55,3.5,2.9,2.29,3.5,2.6,8.67,0.83,2,1,6,0,0,0,2,1,0,1,1,4,11
1,0,0.0,1,28.0,0,0,0,2.06,3.5,3.0,2.94,2.9,3.0,8.7,0.83,2,1,6,0,0,0,2,1,0,1,1,4,49
1,0,0.0,1,28.0,0,0,0,2.84,3.5,2.87,3.17,3.27,3.0,9.33,1.0,2,1,6,0,0,0,2,1,0,1,1,4,45
2,0,0.0,1,28.0,0,0,0,2.89,2.85,2.63,3.31,3.1,1.88,8.33,0.83,2,0,6,0,0,0,2,1,0,1,1,4,12
2,0,0.0,1,28.0,0,0,0,2.2,3.5,1.5,1.5,3.5,3.0,7.6,0.5,2,0,6,0,0,0,2,1,0,1,1,4,47
2,0,0.0,1,28.0,0,0,1,2.03,2.75,2.7,2.28,2.7,1.35,6.24,0.5,2,0,6,0,0,1,2,1,0,1,1,4,13
2,0,0.0,1,28.0,0,0,1,1.99,2.23,2.23,1.78,2.39,3.0,6.91,0.33,2,0,6,0,0,1,2,1,0,1,1,4,14
2,0,0.0,1,28.0,0,0,0,3.28,1.5,2.85,3.5,3.04,2.9,8.54,0.83,2,0,6,0,0,0,2,1,0,1,1,4,50
2,0,0.0,1,28.0,0,0,0,2.53,3.5,2.98,3.0,3.16,2.78,8.98,1.0,2,0,6,0,0,0,2,1,0,1,1,4,46
1,0,0.0,1,28.0,0,0,0,1.95,3.2,2.89,1.76,2.95,2.48,7.62,0.67,2,1,6,0,0,0,2,1,0,1,1,4,40
1,0,0.0,1,28.0,0,0,0,2.85,2.9,2.91,2.88,3.1,2.7,8.67,1.0,2,1,6,0,0,0,2,1,0,1,1,4,2
1,0,0.0,1,28.0,0,0,0,2.0,2.9,2.85,2.97,3.4,2.85,8.49,0.83,2,1,6,0,0,0,2,1,0,1,1,4,3
1,0,0.0,1,28.0,0,0,0,2.5,3.5,3.0,2.68,1.94,1.0,7.31,0.67,2,1,6,0,0,0,2,1,0,1,1,4,11
1,0,0.0,1,28.0,0,0,0,2.38,3.3,3.0,2.44,3.3,3.0,8.71,0.67,2,1,6,0,0,0,2,1,0,1,1,4,49
1,0,0.0,1,28.0,0,0,0,2.33,2.94,3.0,2.81,3.27,2.75,8.55,0.83,2,1,6,0,0,0,2,1,0,1,1,4,45
2,0,0.0,1,28.0,0,0,0,2.75,2.6,1.5,2.88,3.5,2.78,8.01,0.83,2,0,6,0,0,0,2,1,0,1,1,4,12
2,0,0.0,1,28.0,0,0,0,2.65,2.95,3.0,2.38,3.5,1.8,8.14,0.67,2,0,6,0,0,0,2,1,0,1,1,4,47
2,0,0.0,1,28.0,0,0,1,1.94,2.78,3.0,2.75,1.05,2.4,6.72,0.67,2,0,6,0,0,1,2,1,0,1,1,4,13
2,0,0.0,1,28.0,0,0,1,1.31,2.15,0.0,2.53,2.54,3.0,5.72,0.5,2,0,6,0,0,1,2,1,0,1,1,4,14
2,0,0.0,1,28.0,0,0,0,3.46,3.19,2.63,3.5,2.5,2.93,9.11,1.0,2,0,6,0,0,0,2,1,0,1,1,4,50
2,0,0.0,1,28.0,0,0,0,1.93,3.5,2.95,3.38,2.52,3.0,8.64,0.83,2,0,6,0,0,0,2,1,0,1,1,4,46
1,0,10.0,3,28.0,0,0,1,1.74,2.95,1.05,1.58,3.2,1.05,5.79,0.33,2,1,6,0,0,1,1,0,0,0,3,4,40
1,0,10.0,3,28.0,0,0,0,2.84,3.5,2.34,2.45,3.5,2.75,8.69,1.0,2,1,6,0,0,0,1,0,0,0,3,4,2
1,0,10.0,3,28.0,0,0,2,2.51,2.9,2.33,2.0,1.2,1.2,6.74,0.5,2,1,6,0,0,1,1,0,0,0,3,4,3
1,0,10.0,3,28.0,0,0,0,2.33,3.5,2.4,2.27,3.2,2.4,8.05,0.67,2,1,6,0,0,0,1,0,0,0,3,4,11
1,0,10.0,3,28.0,0,0,0,2.25,3.3,2.6,2.9,2.45,1.2,7.35,0.67,2,1,6,0,0,0,1,0,0,0,3,4,49
1,0,10.0,3,28.0,0,0,1,2.32,1.31,2.81,1.82,2.86,1.49,6.87,0.33,2,1,6,0,0,1,1,0,0,0,3,4,45
2,0,20.0,3,28.0,0,0,1,2.89,2.0,1.5,2.01,2.9,2.7,7.0,0.5,2,0,6,0,0,0,1,0,0,0,3,4,40
2,0,20.0,3,28.0,0,0,2,2.68,2.5,2.48,2.52,1.4,1.95,6.77,0.67,2,0,6,0,0,1,1,0,0,0,3,4,3
2,0,20.0,3,28.0,0,0,1,2.18,2.95,1.6,1.95,1.88,0.85,5.71,0.17,2,0,6,0,0,1,1,0,0,0,3,4,13
2,0,20.0,3,28.0,0,0,1,3.04,2.0,0.97,2.07,2.35,2.73,6.58,0.33,2,0,6,0,0,1,1,0,0,0,3,4,14
2,0,20.0,3,28.0,0,0,0,2.96,3.5,2.36,2.73,1.23,2.9,7.84,0.83,2,0,6,0,0,0,1,0,0,0,3,4,50
2,0,20.0,3,28.0,0,0,1,2.78,3.5,2.39,2.53,2.86,2.64,8.35,1.0,2,0,6,0,0,0,1,0,0,0,3,4,45
2,0,100.0,5,30.0,0,0,1,1.0,2.0,2.85,-1.0,0.0,-1.0,2.93,0.17,0,0,6,0,0,1,0,0,0,1,5,4,12
2,0,100.0,5,30.0,0,0,1,1.0,2.0,3.0,-1.0,0.0,-1.0,3.0,0.17,0,0,6,0,0,1,0,0,0,1,5,4,47
2,0,100.0,5,30.0,0,0,1,1.0,1.43,3.0,-1.0,0.0,0.0,2.72,0.17,0,0,6,0,0,1,0,0,0,1,5,4,13
2,0,100.0,5,30.0,0,0,1,0.91,2.0,2.96,-1.0,0.0,-1.0,2.94,0.17,0,0,6,0,0,1,0,0,0,1,5,4,50
2,0,100.0,5,30.0,0,0,1,0.99,1.5,2.84,-1.0,0.0,-1.0,2.67,0.17,0,0,6,0,0,1,0,0,0,1,5,4,46
1,0,100.0,5,30.0,0,0,0,2.24,3.1,2.89,2.75,3.5,3.0,8.74,0.83,0,1,6,0,0,0,0,0,0,1,5,4,40
1,0,100.0,5,30.0,0,0,0,3.33,3.38,2.85,3.19,2.85,2.85,9.23,1.0,0,1,6,0,0,0,0,0,0,1,5,4,2
1,0,100.0,5,30.0,0,0,0,2.8,3.28,3.0,2.83,3.35,3.0,9.13,1.0,0,1,6,0,0,0,0,0,0,1,5,4,3
1,0,100.0,5,30.0,0,0,0,2.67,3.5,3.0,2.17,2.88,3.0,8.61,0.83,0,1,6,0,0,0,0,0,0,1,5,4,11
1,0,100.0,5,30.0,0,0,0,2.75,3.5,3.0,3.06,3.5,3.0,9.41,1.0,0,1,6,0,0,0,0,0,0,1,5,4,49
1,0,100.0,5,30.0,0,0,0,3.08,3.39,3.0,2.68,3.38,2.87,9.2,1.0,0,1,6,0,0,0,0,0,0,1,5,4,45
1,0,50.0,3,23.0,0,0,0,2.45,-1.0,3.5,0.75,-1.0,-1.0,8.7,0.33,0,1,6,0,0,0,1,0,0,0,3,4,40
1,0,50.0,3,23.0,0,0,0,3.39,-1.0,3.5,1.0,-1.0,-1.0,9.8,0.33,0,1,6,0,0,0,1,0,0,0,3,4,2
1,0,50.0,3,23.0,0,0,0,2.93,-1.0,3.5,1.0,-1.0,-1.0,9.4,0.33,0,1,6,0,0,0,1,0,0,0,3,4,3
1,0,50.0,3,23.0,0,0,0,2.96,-1.0,3.5,0.88,-1.0,-1.0,9.2,0.33,0,1,6,0,0,0,1,0,0,0,3,4,11
1,0,50.0,3,23.0,0,0,0,3.1,-1.0,3.5,0.95,-1.0,-1.0,9.8,0.33,0,1,6,0,0,0,1,0,0,0,3,4,49
1,0,50.0,3,23.0,0,0,0,2.96,-1.0,3.33,0.89,-1.0,-1.0,8.7,0.33,0,1,6,0,0,0,1,0,0,0,3,4,45
2,0,50.0,3,23.0,0,0,0,2.94,3.0,2.93,3.06,3.11,3.0,9.02,1.0,0,0,6,0,0,0,1,0,0,0,3,4,12
2,0,50.0,3,23.0,0,0,0,3.25,3.5,3.0,2.38,3.5,3.0,9.32,0.83,0,0,6,0,0,0,1,0,0,0,3,4,47
2,0,50.0,3,23.0,0,0,0,2.56,3.5,3.0,2.63,3.35,2.7,8.87,1.0,0,0,6,0,0,0,1,0,0,0,3,4,13
2,0,50.0,3,23.0,0,0,0,2.83,2.9,2.6,2.23,3.46,2.4,8.21,0.83,0,0,6,0,0,0,1,0,0,0,3,4,14
2,0,50.0,3,23.0,0,0,0,3.28,3.5,3.0,3.48,3.44,2.97,9.84,1.0,0,0,6,0,0,0,1,0,0,0,3,4,50
2,0,50.0,3,23.0,0,0,0,3.11,3.5,2.9,3.5,3.5,3.0,9.76,1.0,0,0,6,0,0,0,1,0,0,0,3,4,46
3,0,18.0,1,25.0,0,0,0,2.56,3.2,3.0,3.19,2.0,2.8,8.38,0.83,0,0,6,0,0,0,2,0,0,0,1,4,15
3,0,18.0,1,25.0,0,0,0,2.44,3.5,2.75,2.81,3.5,3.0,9.0,0.83,0,0,6,0,0,0,2,0,0,0,1,4,18
3,0,18.0,1,25.0,0,0,0,2.88,3.5,2.85,2.88,2.9,2.8,8.91,1.0,0,0,6,0,0,0,2,0,0,0,1,4,48
3,0,18.0,1,25.0,0,0,0,2.56,3.5,3.0,2.25,3.5,3.0,8.91,0.83,0,0,6,0,0,0,2,0,0,0,1,4,16
3,0,18.0,1,25.0,0,0,0,2.88,3.5,3.0,2.81,3.33,1.7,8.61,0.83,0,0,6,0,0,0,2,0,0,0,1,4,20
3,0,18.0,1,25.0,0,0,0,3.5,3.5,3.0,3.38,3.28,3.0,9.83,1.0,0,0,6,0,0,0,2,0,0,0,1,4,43
4,0,10.0,1,25.0,0,0,0,3.44,3.35,2.9,3.25,3.5,2.9,9.67,1.0,0,0,6,0,0,0,2,0,0,0,1,4,6
4,0,10.0,1,25.0,0,0,0,3.25,3.5,2.85,3.0,3.5,2.4,9.25,1.0,0,0,6,0,0,0,2,0,0,0,1,4,19
4,0,10.0,1,25.0,0,0,0,3.44,3.25,2.16,3.19,3.5,0.9,8.22,0.83,0,0,6,0,0,0,2,0,0,0,1,4,21
4,0,10.0,1,25.0,0,0,0,2.13,2.3,3.0,2.38,2.65,3.0,7.73,0.5,0,0,6,0,0,0,2,0,0,0,1,4,41
4,0,10.0,1,25.0,0,0,0,2.7,3.5,3.0,3.26,2.83,3.0,9.15,1.0,0,0,6,0,0,0,2,0,0,0,1,4,5
5,0,10.0,1,25.0,0,0,0,3.31,3.1,3.0,3.13,2.9,2.93,9.19,1.0,0,0,6,0,0,0,2,0,0,0,1,4,22
5,0,10.0,1,25.0,0,0,0,2.62,3.5,2.7,3.04,3.35,2.7,8.96,1.0,0,0,6,0,0,0,2,0,0,0,1,4,51
5,0,10.0,1,25.0,0,0,0,3.33,2.81,2.78,2.67,3.17,2.49,8.63,1.0,0,0,6,0,0,0,2,0,0,0,1,4,7
5,0,10.0,1,25.0,0,0,0,3.06,3.1,3.0,2.94,3.4,3.0,9.25,1.0,0,0,6,0,0,0,2,0,0,0,1,4,23
1,0,10.0,1,25.0,0,0,0,3.06,-1.0,3.1,0.95,-1.0,-1.0,8.9,0.33,0,1,6,0,0,0,2,0,0,0,1,4,2
1,0,10.0,1,25.0,0,0,0,2.7,-1.0,3.35,0.97,-1.0,-1.0,9.1,0.33,0,1,6,0,0,0,2,0,0,0,1,4,3
1,0,10.0,1,25.0,0,0,0,2.85,-1.0,3.5,0.9,-1.0,-1.0,9.1,0.33,0,1,6,0,0,0,2,0,0,0,1,4,11
1,0,10.0,1,25.0,0,0,0,2.88,-1.0,3.5,1.0,-1.0,-1.0,9.4,0.33,0,1,6,0,0,0,2,0,0,0,1,4,49
1,0,10.0,1,25.0,0,0,0,2.79,-1.0,3.5,0.86,-1.0,-1.0,9.2,0.33,0,1,6,0,0,0,2,0,0,0,1,4,45
2,0,18.0,1,25.0,0,0,0,2.75,3.5,2.5,3.06,3.5,2.63,8.97,1.0,0,0,6,0,0,0,2,0,0,0,1,4,12
2,0,18.0,1,25.0,0,0,0,2.05,3.3,2.1,2.45,3.5,2.85,8.13,0.83,0,0,6,0,0,0,2,0,0,0,1,4,40
2,0,18.0,1,25.0,0,0,0,2.67,3.5,3.0,2.63,3.5,3.0,9.15,1.0,0,0,6,0,0,0,2,0,0,0,1,4,47
2,0,18.0,1,25.0,0,0,0,2.48,2.9,2.78,2.44,3.5,3.0,8.55,0.83,0,0,6,0,0,0,2,0,0,0,1,4,13
2,0,18.0,1,25.0,0,0,0,2.81,3.5,2.58,2.33,3.15,3.0,8.69,0.83,0,0,6,0,0,0,2,0,0,0,1,4,14
2,0,18.0,1,25.0,0,0,0,3.36,3.5,2.81,3.31,3.46,3.0,9.72,1.0,0,0,6,0,0,0,2,0,0,0,1,4,50
2,0,18.0,1,25.0,0,0,0,2.88,3.5,2.88,2.88,3.5,3.0,9.32,1.0,0,0,6,0,0,0,2,0,0,0,1,4,46
8,0,10.0,1,30.0,0,0,0,3.09,2.45,1.8,2.58,3.0,1.8,7.36,0.67,0,0,0,0,0,0,2,0,0,0,1,4,10
8,0,10.0,1,30.0,0,0,1,3.0,3.5,2.4,3.11,3.5,0.8,8.16,0.83,0,0,0,0,0,0,2,0,0,0,1,4,30
8,0,10.0,1,30.0,0,0,1,3.42,3.5,2.55,3.42,3.5,1.5,8.95,0.83,0,0,0,0,0,0,2,0,0,0,1,4,31
8,0,10.0,1,30.0,0,0,0,2.76,3.5,0.6,2.57,3.5,2.2,7.57,0.83,0,0,0,0,0,0,2,0,0,0,1,4,37
9,0,10.0,3,30.0,0,0,0,3.25,3.5,0.0,3.41,3.5,1.0,7.33,0.67,0,0,0,0,0,0,1,0,0,0,3,4,38
9,0,10.0,3,30.0,0,0,0,3.38,3.5,2.34,3.08,3.5,2.5,9.15,1.0,0,0,0,0,0,0,1,0,0,0,3,4,52
5,0,10.0,1,30.0,0,0,0,2.46,3.5,2.36,3.0,3.5,2.78,8.8,1.0,0,0,0,0,0,0,2,0,0,0,1,4,6
5,0,10.0,1,30.0,0,0,0,2.68,1.95,1.2,3.09,3.5,3.0,7.7,0.67,0,0,0,0,0,0,2,0,0,0,1,4,22
5,0,10.0,1,30.0,0,0,0,2.26,3.5,2.05,2.5,3.5,1.2,7.5,0.5,0,0,0,0,0,0,2,0,0,0,1,4,51
5,0,10.0,1,30.0,0,0,0,2.58,3.01,2.7,3.17,3.4,2.48,8.7,1.0,0,0,0,0,0,0,2,0,0,0,1,4,7
5,0,10.0,1,30.0,0,0,0,3.0,3.5,3.0,3.19,3.5,2.8,9.5,1.0,0,0,0,0,0,0,2,0,0,0,1,4,23
6,0,10.0,1,30.0,0,0,0,2.79,-1.0,3.5,0.67,-1.0,-1.0,7.9,0.33,0,0,0,0,0,0,3,0,0,0,1,4,8
6,0,10.0,1,30.0,0,0,0,2.42,-1.0,3.08,1.0,-1.0,-1.0,7.7,0.17,0,0,0,0,0,0,3,0,0,0,1,4,24
6,0,10.0,1,30.0,0,0,0,2.8,-1.0,3.5,0.97,-1.0,-1.0,9.0,0.33,0,0,0,0,0,0,3,0,0,0,1,4,25
6,0,10.0,1,30.0,0,0,0,2.68,-1.0,3.12,0.98,-1.0,-1.0,8.0,0.33,0,0,0,0,0,0,3,0,0,0,1,4,26
6,0,10.0,1,30.0,0,0,0,2.06,-1.0,3.5,0.5,-1.0,-1.0,8.1,0.17,0,0,0,0,0,0,3,0,0,0,1,4,27
6,0,10.0,1,30.0,0,0,0,3.18,-1.0,1.4,1.0,-1.0,-1.0,7.1,0.17,0,0,0,0,0,0,3,0,0,0,1,4,29
7,0,15.0,1,30.0,0,0,0,2.81,3.5,3.0,2.81,3.31,1.97,8.7,0.83,0,0,0,0,0,0,2,0,0,0,1,4,9
7,0,15.0,1,30.0,0,0,0,2.5,3.5,2.58,1.74,3.5,2.45,8.14,0.83,0,0,0,0,0,0,2,0,0,0,1,4,1
7,0,15.0,1,30.0,0,0,1,1.76,3.5,0.2,2.32,2.69,0.3,6.06,0.33,0,0,0,0,0,1,2,0,0,0,1,4,30
7,0,15.0,1,30.0,0,0,1,3.0,3.3,1.05,3.33,2.5,-1.0,6.81,0.67,0,0,0,0,0,1,2,0,0,0,1,4,31
7,0,15.0,1,30.0,0,0,0,3.26,3.5,2.6,2.99,3.5,2.8,9.33,1.0,0,0,0,0,0,0,2,0,0,0,1,4,33
1,0,50.0,2,28.0,0,0,0,2.1,3.15,3.0,2.54,3.2,2.55,8.27,0.83,2,1,6,0,0,0,2,0,0,0,2,4,40
1,0,50.0,2,28.0,0,0,0,2.56,3.0,2.71,2.75,3.23,2.63,8.44,1.0,2,1,6,0,0,0,2,0,0,0,2,4,2
1,0,50.0,2,28.0,0,0,0,2.6,2.5,2.4,2.25,2.2,2.78,7.37,0.67,2,1,6,0,0,0,2,0,0,0,2,4,3
1,0,50.0,2,28.0,0,0,0,2.43,3.5,2.9,2.17,3.5,2.8,8.65,0.67,2,1,6,0,0,0,2,0,0,0,2,4,11
1,0,50.0,2,28.0,0,0,0,2.81,3.3,3.0,2.56,2.9,1.8,8.19,0.83,2,1,6,0,0,0,2,0,0,0,2,4,49
1,0,50.0,2,28.0,0,0,0,1.99,3.09,3.0,2.68,3.27,2.85,8.44,0.83,2,1,6,0,0,0,2,0,0,0,2,4,45
2,0,10.0,1,28.0,0,0,0,2.94,3.0,2.63,3.19,3.5,1.5,8.38,0.83,2,0,6,0,0,0,2,0,0,0,1,4,12
2,0,10.0,1,28.0,0,0,0,1.88,3.35,3.0,1.63,3.5,2.4,7.88,0.67,2,0,6,0,0,0,2,0,0,0,1,4,47
2,0,10.0,1,28.0,0,0,0,2.0,2.6,3.0,2.31,2.18,2.35,7.22,0.5,2,0,6,0,0,0,2,0,0,0,1,4,13
2,0,10.0,1,28.0,0,0,1,1.81,2.01,2.6,2.15,2.85,1.8,5.91,0.33,2,0,6,0,0,1,2,0,0,0,1,4,14
2,0,10.0,1,28.0,0,0,0,3.37,0.7,3.0,1.92,1.86,2.93,7.75,0.5,2,0,6,0,0,0,2,0,0,0,1,4,50
2,0,10.0,1,28.0,0,0,0,2.37,3.22,2.9,1.94,2.98,3.0,8.21,0.67,2,0,6,0,0,0,2,0,0,0,1,4,46
2,0,100.0,5,24.0,0,0,0,1.93,3.5,2.85,2.5,3.41,3.0,8.6,0.83,0,0,6,0,0,0,2,0,0,1,5,4,12
2,0,100.0,5,24.0,0,0,0,2.95,3.05,1.8,1.01,3.35,2.55,7.36,0.67,0,0,6,0,0,0,2,0,0,1,5,4,47
2,0,100.0,5,24.0,0,0,1,1.57,2.1,2.25,2.25,2.73,1.8,6.37,0.33,0,0,6,0,0,1,2,0,0,1,5,4,13
2,0,100.0,5,24.0,0,0,2,1.77,2.52,0.11,1.77,3.01,0.85,5.0,0.33,0,0,6,0,0,1,2,0,0,1,5,4,14
2,0,100.0,5,24.0,0,0,0,3.44,3.39,3.0,1.75,3.46,2.93,8.99,0.83,0,0,6,0,0,0,2,0,0,1,5,4,50
2,0,100.0,5,24.0,0,0,0,2.37,3.25,2.6,3.06,3.27,2.7,8.63,0.83,0,0,6,0,0,0,2,0,0,1,5,4,46
2,0,100.0,5,24.0,0,0,1,2.19,3.14,3.0,2.09,2.03,1.6,7.03,0.33,0,0,6,0,0,0,2,0,0,1,5,4,13
2,0,100.0,5,24.0,0,0,0,2.63,1.05,3.0,2.5,3.35,2.5,7.52,0.83,0,0,6,0,0,0,2,0,0,1,5,4,43
1,0,100.0,5,24.0,0,0,0,1.39,3.5,3.0,1.7,3.39,2.96,7.97,0.67,0,1,6,0,0,0,2,0,0,1,5,4,40
1,0,100.0,5,24.0,0,0,0,3.0,1.5,2.77,2.7,3.5,2.36,7.92,0.83,0,1,6,0,0,0,2,0,0,1,5,4,2
1,0,100.0,5,24.0,0,0,0,2.14,3.5,2.9,2.3,3.5,3.0,8.67,0.67,0,1,6,0,0,0,2,0,0,1,5,4,3
1,0,100.0,5,24.0,0,0,0,2.17,3.25,2.7,1.76,2.56,2.38,7.41,0.67,0,1,6,0,0,0,2,0,0,1,5,4,11
1,0,100.0,5,24.0,0,0,0,2.5,3.35,3.0,2.44,3.5,3.0,8.9,0.83,0,1,6,0,0,0,2,0,0,1,5,4,49
1,0,100.0,5,24.0,0,0,0,2.31,3.15,3.0,2.02,3.35,2.83,8.33,0.67,0,1,6,0,0,0,2,0,0,1,5,4,45
4,0,10.0,3,29.0,0,0,0,3.25,3.5,2.78,3.38,3.2,2.73,9.42,1.0,0,0,0,0,0,0,1,0,0,0,3,4,6
4,0,10.0,3,29.0,0,0,0,2.38,3.5,0.48,3.19,3.25,1.4,7.1,0.5,0,0,0,0,0,0,1,0,0,0,3,4,21
4,0,10.0,3,29.0,0,0,0,1.13,2.0,3.0,3.0,2.0,3.0,7.07,0.5,0,0,0,0,0,0,1,0,0,0,3,4,41
4,0,10.0,3,29.0,0,0,0,2.67,3.2,2.59,1.83,3.1,3.0,8.2,0.83,0,0,0,0,0,0,1,0,0,0,3,4,14
4,0,10.0,3,29.0,0,0,0,3.44,3.35,3.0,3.44,3.5,3.0,9.87,1.0,0,0,0,0,0,0,1,0,0,0,3,4,43
4,0,10.0,2,29.0,0,0,0,3.31,3.5,2.9,3.0,3.5,3.0,9.61,1.0,0,0,0,0,0,0,1,0,0,0,2,4,18
4,0,10.0,2,29.0,0,0,0,3.5,1.9,3.0,3.4,2.9,3.0,8.85,0.83,0,0,0,0,0,0,1,0,0,0,2,4,5
4,0,10.0,2,29.0,0,0,1,3.2,1.71,0.75,2.8,2.93,0.3,6.07,0.5,0,0,0,0,0,1,1,0,0,0,2,4,17
4,0,10.0,2,29.0,0,0,0,3.06,0.88,1.9,2.63,2.89,3.0,7.18,0.67,0,0,0,0,0,0,1,0,0,0,2,4,20
5,0,10.0,2,29.0,0,0,0,3.25,3.15,1.5,3.25,3.4,1.35,7.95,0.67,0,0,0,0,0,0,1,0,0,0,2,4,22
5,0,10.0,2,29.0,0,0,0,3.05,2.73,2.2,3.18,3.35,2.63,8.57,1.0,0,0,0,0,0,0,1,0,0,0,2,4,51
5,0,10.0,2,29.0,0,0,0,3.5,1.88,2.13,2.67,2.31,2.49,7.49,0.67,0,0,0,0,0,0,1,0,0,0,2,4,7
5,0,10.0,2,29.0,0,0,1,2.8,3.25,2.7,2.5,1.86,2.03,7.57,0.67,0,0,0,0,0,0,1,0,0,0,2,4,17
5,0,10.0,2,29.0,0,0,0,3.13,2.5,3.0,3.31,1.93,2.88,8.38,0.83,0,0,0,0,0,0,1,0,0,0,2,4,23
3,0,10.0,3,29.0,0,0,0,3.13,-1.0,3.25,1.0,-1.0,-1.0,9.4,0.33,0,0,0,0,0,0,1,0,0,0,3,4,12
3,0,10.0,3,29.0,0,0,0,2.25,-1.0,2.8,1.0,-1.0,-1.0,7.8,0.17,0,0,0,0,0,0,1,0,0,0,3,4,15
3,0,10.0,3,29.0,0,0,0,2.69,-1.0,1.35,1.0,-1.0,-1.0,7.8,0.17,0,0,0,0,0,0,1,0,0,0,3,4,13
3,0,10.0,3,29.0,0,0,0,2.5,-1.0,1.4,1.0,-1.0,-1.0,7.6,0.17,0,0,0,0,0,0,1,0,0,0,3,4,48
4,0,10.0,3,29.0,0,0,0,3.31,2.7,1.65,2.56,3.3,2.25,7.89,0.83,0,0,0,0,0,0,1,0,0,0,3,4,19
4,0,10.0,3,29.0,0,0,0,2.63,3.5,3.0,2.44,3.5,3.0,9.04,0.83,0,0,0,0,0,0,1,0,0,0,3,4,16
7,0,0.0,3,36.0,0,0,1,1.56,3.1,-1.0,1.81,3.2,0.0,4.84,0.33,0,0,0,0,0,1,1,1,0,1,3,4,1
7,0,0.0,3,36.0,0,0,0,2.25,3.5,3.0,2.19,3.5,3.0,8.72,0.67,0,0,0,0,0,0,1,1,0,1,3,4,16
7,0,0.0,3,36.0,0,0,1,1.75,3.35,3.0,1.81,0.9,3.0,6.91,0.5,0,0,0,0,0,1,1,1,0,1,3,4,41
1,0,0.0,2,36.0,0,0,1,2.0,2.8,1.35,2.25,2.45,1.46,5.3,0.33,0,0,0,0,0,1,1,1,0,1,2,4,40
1,0,0.0,2,36.0,0,0,0,2.69,3.35,3.0,2.5,3.35,3.0,8.9,1.0,0,0,0,0,0,0,1,1,0,1,2,4,2
1,0,0.0,2,36.0,0,0,0,2.37,3.0,3.0,2.5,3.0,3.0,8.4,0.83,0,0,0,0,0,0,1,1,0,1,2,4,11
1,0,0.0,2,36.0,0,0,0,2.38,3.1,2.8,2.31,3.1,2.4,8.0,0.67,0,0,0,0,0,0,1,1,0,1,2,4,49
2,0,0.0,3,36.0,0,0,0,2.63,-1.0,3.5,1.0,-1.0,-1.0,8.9,0.33,0,0,0,0,0,0,1,1,0,1,3,4,12
2,0,0.0,3,36.0,0,0,0,1.88,-1.0,3.5,1.0,-1.0,-1.0,8.4,0.17,0,0,0,0,0,0,1,1,0,1,3,4,47
2,0,0.0,3,36.0,0,0,0,2.29,-1.0,3.5,1.0,-1.0,-1.0,8.7,0.17,0,0,0,0,0,0,1,1,0,1,3,4,13
2,0,0.0,3,36.0,0,0,0,2.85,-1.0,3.5,0.85,-1.0,-1.0,8.7,0.33,0,0,0,0,0,0,1,1,0,1,3,4,50
3,0,0.0,3,36.0,0,0,0,2.5,3.5,2.1,2.63,3.1,2.4,8.12,1.0,0,0,0,0,0,0,1,1,0,1,3,4,19
